Star Rating,Review Title,Review Description
5.0 out of 5 stars,Best at this price with High Bass  but Sound Clarity Could have been Better,Everything is Good and Best at this price.Pros :Excellent Built Quality .Best Bass Level Experience.Proper voice commands announcement such as bluetooth is connected as well as disconnected.Very very compactGood Battery Capacity.Looks stylishConsSound Clarity Could have been better.Read more
4.0 out of 5 stars,Good Product as per the price,I have been using this for about a month and here are my observations:The product has good sound quality and bass. Even at low volume it is loud enough. Battery is also good. I use it for about 1-2 hours daily and only have to charge once a week or two.The range is decent enough and good connection for about 4-5 meters after 6-7 meters away the connection keeps on dropping. I feel pain in my ear after wearing it for long time. The mic quality is also not good. But I don't expect much  as this is good ear phone in its price range and does the job.Read more
5.0 out of 5 stars,You will be surprised,"The buds are awesome one of the loudest in the segment, pretty good fit , clear vocals a worthwhile purchaseRead more"
4.0 out of 5 stars,Good product,Sound quality and build quality are good. Design looks fancy and Cool. Noise cancellation is also more than average. Worth buying 👍Read more
5.0 out of 5 stars,A good product,"These buds are so well-made irrespective of how cheap/budget friendly they are , the sound quality in maximum volume is soo loud for bbg listeners and also smooth in lower volumes for beat enjoyers . Also , the texture and weight of the buds are good and gives a premium vibes . These buds are soo good that someone stole it from me 😂 .Read more"
5.0 out of 5 stars,best product. saound good. battery good.,battery life achhi hai. sirf touch sensor backlog hai galti se hath lagta hai. mechanical button hone chahiye theRead more
3.0 out of 5 stars,"Works, but with flaws.","Pros:1. For 599, performance is very good.2. Pretty loud. What's 60% in other earbuds is 27% in this earbuds. I have never been able to go beyond 80% even for testing - it's that loud.3. Sound holds & doesn't crack at higher volumes.4. Bass is excellent.5. Case is matt finish and looks quite descent. Not fancy. Simple but elegant.6. Hard to find ipx5, 13mm driver, BT v5.3 at this price.Cons:1. Buds are slightly bulky, but they hold.2. LED on case is tiny and set deep inside such that it's only visible from top.Bought it in 2025 and updating review in 2026. No issues so far.Read more"
4.0 out of 5 stars,Inexpensive pods,"Michael super quality easily transportation and nice for gaming, not expensive, ease of use. Ideal gift. Has charging cable tooRead more"
5.0 out of 5 stars,It's a good thing and the sound is also good,Good qualityRead more
4.0 out of 5 stars,Everything is good expect the range.,I am writing this review after using the product for more then 15 days. It is a good product the Bluetooth connect very fast and the experience was also good but their is only one negative point that it has a very low range of connection sometime it Crack the sound when I put it in my pocket. Weight is light. Battery life is good. And it is also compatible. Charges very fast.Read more
3.0 out of 5 stars,"Good for Casual Use, Not Ideal for Gaming","These earbuds are decent for casual and daily use. The sound works fine for listening to music, podcasts, or just everyday use, and they’re good enough if you’re not looking for anything too advanced.However, they’re not great for gaming because the latency is pretty high, so there’s a noticeable delay between the audio and what’s happening on screen. The build quality also isn’t the best — it feels a bit average — but it’s acceptable for casual listening.Overall, they’re okay earbuds for basic music listening and everyday use, but not the best choice if you want low latency or a more premium build. Still, considering the price, they’re one of the better choices in the under ₹1000 price range for casual users who just want something affordable and functional.Read more"
4.0 out of 5 stars,Good,"Awesome product, durability is good, clarity is nice but only issue is that on 1st time using when connected with phone and if the call received than that time by default volume is at full level and due to that it's unbearable and become pain in ear.. as well as the flap is not stable it's suddenly shut down without trying to close.Read more"
5.0 out of 5 stars,Quality,Best in this price .Read more
5.0 out of 5 stars,Fabulous 😍,"Just Wow! Size, structure etc all Fabulous 😍 and sound There is simply no answer to this. Thanks Amazon. Nice products❤️ But delivery Partner behaviour very bad....Read more"
5.0 out of 5 stars,Excellent 👍 Good sound quality performance 👍👍👍👍,Read more
4.0 out of 5 stars,Basic work and good looks,Looks good. Does the basic work. Dont expect too much.Read more
5.0 out of 5 stars,Absolutely Blown Away by the boAt Airdopes 300 - My New Audio Holy Grail! (Gunmetal Black),"Absolutely Blown Away by the boAt Airdopes 300 - My New Audio Holy Grail! (Gunmetal Black)Rating: ⭐⭐⭐⭐⭐ (5/5)Okay, I need to rave about these! After seeing the hype (and that 5K+ bought last month stat!), I grabbed the boAt Airdopes 300 in Gunmetal Black, and honestly? They've exceeded every expectation. If you're looking for premium features without the insane price tag, stop scrolling – these are it.Here's why I'm obsessed:1.  Cinematic Spatial Audio is REAL: This isn't just marketing fluff. Watching movies or binge-watching shows is a whole new experience. The sound genuinely feels like it's coming from around you – immersive, deep, and incredibly engaging. Music benefits massively too, feeling richer and more layered than any earbuds I've owned before.2.  Battery Life That Defies Logic: 50 HOURS?! This is the absolute game-changer. The earbuds themselves last ages (around 10 hours on a single charge for me), but the charging case just keeps going. I charged the case fully over a week ago, used the buds daily for hours (commutes, workouts, calls), and I still haven't seen a low battery warning. It's liberating not to constantly worry about charging. MASSIVE win.3.  Crystal Clear Calls with 4-Mic AI ENx: Taking calls on these is a dream. I've tested them on busy streets, windy balconies, and even in a slightly noisy cafe – the person on the other end consistently says I sound clear and focused. The AI noise cancellation for the mics really works wonders. No more ""Can you repeat that?"" frustrations.4.  Fast Charge is a Lifesaver: Forgot to charge? 10 minutes in the case genuinely gives you hours (around 2-2.5 in my experience) of playback. Super convenient when you're rushing out.5.  boAt App = Awesome Customization: The app is simple but powerful. I love tweaking the EQ presets (bass boost for workouts, podcast mode for clarity) and customizing the touch controls. Finding the earbuds via the app is also a handy feature.6.  Rock-Solid Connection & Low Latency: Bluetooth 5.3 is flawless. Pairing was instant, and the connection stays strong even when my phone is in another room. Gaming and watching videos is seamless – absolutely zero noticeable lag or audio-video sync issues.7.  Comfort & Build: The Gunmetal Black looks and feels super premium. They fit snugly and comfortably in my ears, even during longer sessions or workouts. The IPX4 rating gives me peace of mind against sweat and light rain.8.  Great Sound Signature: Bass is punchy and satisfying without being overwhelming, mids are clear for vocals, and highs are crisp. Perfectly tuned for everything from EDM to podcasts.Minor Nitpick (because nothing's perfect):The touch controls are sensitive (great!), but there's a slight learning curve to avoid accidental pauses/skips when adjusting them. You get used to it quickly though.Verdict:The boAt Airdopes 300 deliver phenomenal value. You get flagship-level features – incredible 50H battery life, truly immersive spatial audio, excellent call quality with AI ENx, fast charging, app support, low latency, and a sleek design – all at a very reasonable price point. The hype is real, and the 5K+ purchases last month make total sense.If you're looking for reliable, feature-packed, great-sounding TWS earbuds that won't die on you halfway through the day, look no further. The Airdopes 300 in Gunmetal Black are an easy 5-star recommendation! boAt has absolutely knocked it out of the park with these. Highly impressed!Read more"
4.0 out of 5 stars,Good product,"Great value for money! The sound quality is clear with good bass, the design is sleek, and they’re comfortable to wear. Battery life is solid and connectivity is stable. Call quality is decent, though slightly affected in noisy areas. Overall, a reliable and stylish pair of earbuds for everyday use.Read more"
5.0 out of 5 stars,"Deep Bass and Immersive Sound Experience – Just Wow!""",": Outstanding Sound Quality and Battery Life! ⭐⭐⭐⭐⭐Ami boAt Airdopes 300 ti kichudin dhore bebohar korchhi ebong ami sotti-i impress. Er Spatial Audio feature-ti darun, cinema dekhar shomoy ekta theatre feel hoy. Bass khub-i punchy ebong clear.Pros:Battery: Ekbar charge-e pray 50 ghontar backup pawa jay, ja asadharon.Calling: Er quad-mic ENx technology calling-er shomoy baire noise khub bhalo bhabe kora komay.Gaming: 65ms low latency thakay gaming-er shomoy kono lag hoy na.Design: Multipoint connection thakay laptop ar phone eksathe connect kora jay.Verdict: Ei budget-e er cheye bhalo earbuds pawa kothin. Jara bass-heavy music ar long battery backup khujchhen, tara oboshshoi nite paren.Read more"
4.0 out of 5 stars,Anc,Good working for anc audio quality excellent and very good bass totally good quality for this price rangeRead more
3.0 out of 5 stars,average product,good product but battery life average means 1 dayRead more
5.0 out of 5 stars,"Budget friendly, and amazing app support","I appreciate to this product airdopes 300 have a good sound quality with better connectivity experience, it have gool call experience but with only with 2 bud not with one only and its beep to find feature is amazingthank you 😊Read more"
5.0 out of 5 stars,"Best cinematic audio ,Best Spatial audio","A budget-friendly pair of twsfeatures like spatial audioGood battery life at an affordable price.∆ compact and stylish case with a smooth finish. They fit comfortably in the ears and can be used for long listening sessions without much discomfort.Sound Quality:The sound is bass-heavy and punchy, which is good for music lovers. Vocals and mids are clear.Battery Life:The earbuds provide long battery backup and can easily last a full day.Read more"
4.0 out of 5 stars,Good 👍🏻,"This product is GOOD👍🏻 You can buy this.  But there is a very little problem, there is a mini sound in the left bud. That doesn't cause any restriction in sound but sometimes a little irritating.Overall, for basic sound quality This is so good. The Battery life is soo good👍🏻 40 min of charging can give upto 24 hours of usage.Read more"
5.0 out of 5 stars,Worth it,"Excellent earbuds from my side.⭐⭐⭐⭐⭐The sound quality is very clear.The bass is good.ANC is also good. Even when ANC is off, you can hardly hear outside noise while listening to a song.Comfort in ear is also good.The battery life is really good. I received this product on the morning of 29th March with 70% charge, and I charged the buds for about 10–15 minutes to reach 100%. Now, today (1st April), the charge in the case is still at 80%.My 3799/- is worth it for ONEPLUS Nord Buds 4 ProThank you :- ONEPLUSRead more"
5.0 out of 5 stars,Very Nice,Very good quality and features..price slightly higher but still worth for price.Read more
1.0 out of 5 stars,Average,Build Average QualityBattery backup goodConnectivity GoodSound AverageEar comfortable fittingPrice very costlyRead more
5.0 out of 5 stars,Exllent all rounder buds,"Totally satisfied, super bass, clear vocal and top notch instrumental separation. Before delivery I was confused between realme air 8 and oneplus nord 4 pro. But after use nord 4 pro I am fully satisfiedRead more"
4.0 out of 5 stars,Battery is great,"I recently purchased the OnePlus Nord Buds 4 Pro, and overall, I’m quite satisfied with the product at this price point. The earbuds are comfortable and fit well in the ears, making them easy to use for long periods. The battery life is also impressive and lasts as expected.The sound quality is good for everyday use, but one thing to note is that at higher volumes, the audio can feel a bit harsh and less comfortable to listen to. You may need to keep the volume at a moderate level for the best experience.Before this, I was using Pixel Buds, which are more premium, so there is a noticeable difference in sound refinement. However, considering the price, these earbuds offer great value for money.Overall, a solid choice if you’re looking for budget-friendly wireless earbuds with good performance.Read more"
5.0 out of 5 stars,The thumping buds,"One of the best buds out there right now..from sound quality to fit all top notch.Pros :Looks and fit is awesome, feather light buds.Sound quality just too good, one of the best infact. The thumping baas with clear mids and lows. You dont need those dual driver buds anymore, the tuning is really good.I am using in both s24 ultra & find x8, in both this buds is performing like a beast.Cons :The case is slippery, must use with a cover but right now no covers available there.**update:after a full day use in different music genre, i am really surprised that the instruments differentiation, spatial 3d audio effects & thumping bass effects is more accurate in samsung s24 ultra than oppo find x8.Read more"
5.0 out of 5 stars,Value for Money,Value for Money. Superb ANC. BT 6.0Read more
3.0 out of 5 stars,Poor sound quality,Bad..... Oneplus Nord buds 3 pro more than betterRead more
5.0 out of 5 stars,Amazing sound and bass,These are the best buds in this budget looks premium and classy and very durable as well and I love this colour also.Sound quality is top notch and bass feel very thumping and have enc as well with quad Mic with works like a charm while making calls .Have Bluetooth 5.3 along with fast pair and have great battery life as well and it gave me 3 or 4 days battery easily and have insta charge feature.Very lite weight and felt very comfortable in ears worth every penny must buy product for noise.Read more
1.0 out of 5 stars,Ghattiya quality,"Worst product I have ever purchased. Within just 10 days, the earbuds completely stopped charging. This is unacceptable and clearly shows extremely poor quality.I tried everything—changing cables, adapters—but nothing worked. The product is completely useless now.This feels like a total waste of money. Very disappointed with this purchase. I strongly advise everyone NOT to buy this product. Save your money and avoid this headache.Read more"
5.0 out of 5 stars,Nice gadget,"Nice color, cool design and nice built quality, battery backup is long, almost 70 hour playtime. It also has Quad Mic with ENC that provides clear audio and sound quality so taking calls is a nice experience.Read more"
4.0 out of 5 stars,Amezing product,Amezing soundI like itTop bassRead more
1.0 out of 5 stars,last purchases.,Very bad product. It didn't work properly .They pack and sent a defective item. This is causing  inconvenience to the customer.  They refusing to replace my I item- even though I requested a replacement within just 3-4 hours of delivery.Read more
5.0 out of 5 stars,Feature-packed budget earbuds with massive battery and punchy bass,"The earbuds stands out as a budget-friendly pair of wireless earbuds offering impressive features. With up to 70 hours of total playtime and Instacharge support, it ensures long-lasting usage with quick top-ups. The 11mm drivers deliver deep bass, making music enjoyable for bass lovers, while the quad mic ENC provides clear call quality even in noisy environments. Bluetooth ensures stable connectivity and fast pairing. Although it lacks active noise cancellation, the overall performance, comfort, and value for money make it a solid choice for daily use.Read more"
3.0 out of 5 stars,Noise is good brand,"I ordered this product and tried it too, but the sound is not what it should be, it is very medium sound, if someone wants air buds in normal sound then this is a good product, the battery is good.Read more"
5.0 out of 5 stars,Nice quality,"Color is quite unique, design is sleek and battery backup is huge so it playtime is quite long. Audio and sound quality is very clear as it has Quad Mic with ENC for that. There are other features as well that enhances it's quality.Read more"
5.0 out of 5 stars,In this price range...no one can beat them...really surprised with the product...,In this price...I really got a GEM💎....I have no words to say about the quality of the product...such a very premium product...Awesome looking...🥰and feels very light in ears...Decent sound quality...22 EQ supports in App...and...Custom EQ...you can set your Custom EQ according to your choise...(It is like a  Miracle)...under 1000 rs💵...blindly go for it...last year when these buds are launched in India it costs 2500 rs...✅💵After seeing the negative comments...suspension is created in my mind...but I purchased it...When I received and used the product I really surprised 😍🤩...The App support in these Buds is really a game changer...It is a global product...so don't worry about the premiumness aor build quality of the product... Everything is top notch🔝...Bole to ek dam Mast...👌👌👌Read more
1.0 out of 5 stars,Worst battery life and quality,The sound quality and design is quite good.  But battery is pathetic. It because completely unusble for me after just 1-2 months of using. The battery drains within minutes even after charging fully. Not worth to buy at any price.Read more
4.0 out of 5 stars,Its a decent set of earbuds but very bad fitting,"I like the sound quality and really enjoyed it,its work best for those who want to make call and talk thought is not something outstanding but in this price range they are outstanding i have made several calls to my friends in various location and it worked pretty decent in outdoor also.battery is a problem as it dont last very long only 5 hour both without caseLastly the only problem i have faced with these are fitting as the design is very comfortable no pain in ear at all even no more ear blocking by those sillicon buttons but the problems is these are very slippery very very slippery and they tend to fall a lot from your ears even with limited movementRead more"
5.0 out of 5 stars,Good at reasonable price,"Good sound,  clarity, functions and connectivity, decent battery backup. Overall it's a good product.Read more"
3.0 out of 5 stars,Average earphones - won’t recommend,"I bought these after my AirPods stopped working, looking for a similar in-ear fit without silicone plugs. The sound quality was decent in the beginning but deteriorated over the next few months, with the fit not being great either , they would fall out while walking. The battery life is decent but not happy with the product overall.Read more"
5.0 out of 5 stars,A Surprising Gem in the Budget Segment 😍,"These earbuds strike a remarkable balance between affordability and performance. For their price, the audio quality is surprisingly crisp, with a punchy bass that doesn't overpower the mids and highs. Whether you're listening to music, watching videos, or taking calls, the sound is clear and enjoyable.One standout feature is the battery life. A single charge comfortably gets you through an entire day of moderate use, and the compact charging case holds enough juice for a few more recharges. This makes them ideal for commuters, students, or anyone who needs reliable audio on the go.The fit is secure and comfortable, even during long listening sessions or workouts. They're lightweight and don't cause ear fatigue, which is a huge plus. Call quality is decent too, with good voice pickup in quiet environments — though background noise cancellation during calls could be better.Touch controls are responsive, though they take a bit of getting used to. Pairing is quick and seamless, and once connected, they stay connected without frequent dropouts.While these earbuds don’t offer active noise cancellation or premium-level clarity, they absolutely shine for their price. If you're looking for a budget-friendly pair of wireless earbuds that deliver reliable performance for daily use, these are a solid pick.Read more"
1.0 out of 5 stars,Recieved a used and defective product,"I ordered the earbuds, but i recieved  a used one. There were many scratches on the box andit was used. The right earbud was not working also.When we pay the amount and buy these items, the amazon should atleast provide us a working product. Do not cheat us by giving used and defective items. This is a very bad experience for me from amazon.I have issued for a replacement of the product as there is no return for it. If there was a return i would have definitely returned it and would never purchase from amazon again.This is too bad from amazon side.Read more"
4.0 out of 5 stars,Not bad for the price. It has the app support as well.,not bad for the price. it has the app support. yes they are quite bright sounding but if you know your way to equalization then you can get desired results. fit is comfortable you can  wear them for long hours as well. go for it and do not fall for poor reviews. these are the cheapest with app support though the app is basic.Read more
5.0 out of 5 stars,Deep bass,"Really impressed with these earbuds! The sound quality is clear and balanced, with deep bass that doesn’t overpower vocals. Active noise cancellation works surprisingly well, especially in busy environments. They fit comfortably and feel secure even during long use. Battery backup is solid, and fast charging is very convenient. Dual pairing makes switching between devices smooth. Overall, great value for the price — stylish design, premium feel, and reliable performance. Definitely a good buy! 🎧👍Read more"
5.0 out of 5 stars,Good Product Value for money,"After using for a week, I fall in love with these earbuds. Clear sound quality with deep bass. Unique design and Mercury colour is awesome in look. super fast and stable connectivity. Comfortable to wear and ANC works well in noisy places. While listening to music in 360° Spatial Audio feature,I feel relaxed. Huge battery backup. Overall, great product that justify it's price. Worth buying.Read more"
5.0 out of 5 stars,One of the best earbuds in mid premium range(must buy),"Writing this review after 10 days of usage. I recently bought the Master Buds 2, for my daily office work and gym, and I am impressed with their performance. The sound quality is amazing. The noise app makes the experience better with more control over the earbuds. The sound is crisp and clear, tuned by Bose which it shows, delivering a rich audio experience that makes listening to music and taking calls a pleasure. One of the standout features is the Active Noise Cancellation (ANC), which works exceptionally well to block out ambient noise. This makes them perfect for use in busy environments or during travel, allowing me to focus completely on what I’m listening to. The design is sleek and comfortable, fitting securely for long hours of wear without any discomfort. Overall, the Master Buds 2 offer great value for their price with excellent ANC and impressive sound quality.Battery 10/10sound: 9/10Build quality: 8.5/10Comfort: 10/10Highly recommended for office professionalsRead more"
5.0 out of 5 stars,BEST EVER EARBUDS,"Super impressed with these buds! The sound is crisp with solid bass, and the ANC actually makes a noticeable difference in noisy places. They’re comfy for long use and the battery easily lasts through the day. Pairing is quick, and call quality is clear too. Overall, great value for the price 👍Read more"
5.0 out of 5 stars,Good product,"I’ve been using these earbuds for a while now, and overall, I’m quite impressed. The sound quality is clear and well-balanced, with decent bass that doesn’t overpower the mids and highs. They work well for both music and calls, and I didn’t notice any major distortion even at higher volumes.The fit is comfortable and secure, making them suitable for long listening sessions or workouts. The design is sleek and lightweight, so they don’t feel bulky in the ears. Connectivity has been smooth so far, with quick pairing and minimal dropouts.Battery life is another strong point—they easily last through the day with regular use, and the charging case adds extra convenience. The touch controls (if applicable) are responsive, though they may take a little time to get used to.On the downside, the noise isolation could be better, especially in very loud environments. Also, the microphone quality is decent but not exceptional for calls in noisy surroundings.Overall, these earbuds offer good value for the price and are a solid choice for everyday use.Read more"
5.0 out of 5 stars,Experience for every penny used.,"What a breath taking look and design! This is best in classs model.  Its strong Noise Cancellation of 51db separates us from the outer world. It is best used in traffic, flights or metro. Its audio quality by Bose gives clear and balanced notes. It is comfortable to use. Its dual device pairing is a proFor UserRead more"
5.0 out of 5 stars,Long battery backup and comfortable earbuds.,These buds are super premium and easy to pair with my phone and laptop at same time. It's very comfortable inside the ears and I can use this for long time. Noise cancellation working perfectly. Sound quality is top notch and customisable too.Read more
5.0 out of 5 stars,Game changer in premium audio,"I’ve used a lot of TWS earbuds over the years, and most of them fall into two buckets - either they’re loud and bass-heavy but messy, or they’re balanced but boring. The Master Buds 2 sit nicely in the middle, and that’s what makes them interesting.The first thing you notice is the sound tuning. These are tuned with Sound by Bose, and it shows. The bass is deep but controlled, the mids are clean, and the highs don’t pierce your ears even after long listening sessions.Other things I liked:LHDC Hi-Res audio supportDual device pairingFast chargeGood batteryComfortable fitPremium and rather unique designIf you’re looking for earbuds under ₹10K that focus on sound quality + ANC + call clarity rather than just bass and marketing features, these are definitely worth considering.Read more"
5.0 out of 5 stars,Best sound quality and perfect fitting.,"The Sound quality is perfect for those who want some bass with the songs , although the battery backup of airdopes could have been better but still manages to last about 5-6 hours. It fits perfectly in ear.Read more"
4.0 out of 5 stars,Good Prodect,Good soundRead more
5.0 out of 5 stars,Best Volume Control Buds,"Very good and comfortable, great soundMain Feature : Swipe to Control volume is Heaven 💯Seamlessly connects 2 devicesRead more"
1.0 out of 5 stars,Problem in airdopes,"Boat Air Dopes even though charging is 100%After putting on the earbuds, the sound gradually decreases and when After recharging put back on, the sound becomes normal. What to do? Please suggestRead more"
5.0 out of 5 stars,Super,Best sound qualityRead more
5.0 out of 5 stars,The sound and fitting is good,The product is very goodRead more
4.0 out of 5 stars,Long time use,"Good quality, I like it sounds, my recommend this product it's okay not bad ,,Read more"
5.0 out of 5 stars,Price,Best quality worth to buy this product.. battery life is too long just fr 20 mins of chargeRead more
5.0 out of 5 stars,Extraordinary product,"The Truke Crystal Dyno earbuds impress with their premium leather finish and powerful 13mm drivers delivering rich, immersive sound. Spatial audio enhances the listening experience, while 40ms low latency is great for gaming. With 70-hour battery life, fast charging, and clear calls via quad mics with ENC, they offer excellent value for everyday use and style.Read more"
5.0 out of 5 stars,Best quality earbuds ever used,"Earbuds in RavenBlack deliver impressive value with a premium leather-textured charging case that feels sophisticated and durable. The 13mm titanium drivers produce clear HiFi sound with punchy bass and making music and movies truly engaging. Best battery life and fast charging, they last through extended use. The 40ms ultra-low latency excels for gaming, while 4-mic ENC ensures crystal-clear calls even in noisy environments. Comfortable fit.Read more"
4.0 out of 5 stars,Affordable buy for listening music,"Very decent product considering the compact size,and leather finish is good! for affordable buy we can go for it. Sound clarity and noise cancellation is really good, mic quality range is okay but while speaking call clarity and connectivity the sound level is very feeble! If it’s only for listening music, go for it.Read more"
5.0 out of 5 stars,Earbuds with great sound quality,"Great Earphone with light weight And Comes with transparent case look's classy and stylish And Lights was too good in night , Crystal clear sound quality with Great Bass Experience,Also Game Mode Available And Battery backup is awsome Most Important Thing Comfatble in ear no pain Also Charging Cable in the box .Read more"
3.0 out of 5 stars,Good for its price point,"Earbuds is okay,the look of the case and the build quality of the case is decent but the earbuds build quality is not good,it's quite comfortable to wear it,the colour palette is very nice , it looks flashy, case and the earbuds look premium ,the connectivity and pairing of the buds is easy ,the sound quality overall is good,the touch control response is not good,the problem is that there is always a noise going through the earbuds every time you play something like a video or anything on it the noise will still keep on going even after you paused the video and it's really annoying cuz the noise is kinda loud which you can hear it clearly ,noise like this haven't occured to any of my past earbuds,but overall at this price point it's good but if you are a student thinking to purchase it, I wouldn't recommend going for this one. It's fine at this price point with the premium look and good sound qualityRead more"
5.0 out of 5 stars,Lovely product,Another banger from trukeThe look is besutiful very elegant very classy leather finishThe lights in the bud and the case looks very gaming typeSound is perfect bass and treble perfectly balancedEar fit greatBattery backup superb very easy to carryGreat for gamingOverall a must buyRead more
5.0 out of 5 stars,Good  product,"I’m really impressed with these wireless earbuds! The design looks super stylish, especially with the glowing LED lights that give it a premium feel. The charging case is compact and easy to carry, and the build quality feels solid.The sound quality is clear with good bass, making it perfect for music, videos, and calls. Pairing is quick and hassle-free, and the connection stays stable without interruptions. Battery backup is also decent—the earbuds last long enough for daily use, and the case charges them efficiently.Overall, this is a great value-for-money product with good performance and a cool look. Highly recommended for everyday use!Read more"
4.0 out of 5 stars,Nice earbuds,"The media could not be loaded.My experience with the Truke Crystal Dyno has been excellent. The sound is clear, the bass feels powerful, and the spatial audio makes movies and music more immersive. The battery life is truly amazing -I hardly need to recharge it.The leather-finish case feels premium, and the earbuds connect quickly every time. Low latency is great for gaming, and call quality is very clean because of the ENC mics.value for moneyRead more"
5.0 out of 5 stars,Value for money.,I am impressed with the earbuds.also good quality of buds.colour also attractive. They fit comfortably in my ears.battery life also good and long lasting.sound quality is good for call attend and listening music both experience best.wireless earbuds transport is easy to carry. Bluetooth connectivity is good.features are easy to learn. budget friendly product.Read more
5.0 out of 5 stars,Good sound and bass,"These earbuds offer a sleek, minimalist design that fits comfortably and sits flush in the ear, making them ideal for long listening sessions. The sound profile is impressively balanced and clear, avoiding the muddy bass found in cheaper models, while the microphone quality ensures your voice remains crisp during calls. With rock-solid Bluetooth connectivity and a battery life that reliably lasts through the day, they provide high-end performance and a premium feel without the inflated price tag. If you value a clean aesthetic and functional reliability over flashy gimmicks, these are an outstanding value.Read more"
5.0 out of 5 stars,Kratos Cube: Sleek Design Meets Practical Performance,"The Kratos Cube TWS earbuds offer a solid combination of style and functionality, featuring a unique charging case with a convenient digital battery display. The sound quality provides a balanced True Wireless Stereo experience that is perfect for daily commutes or casual listening. With its secure fit and modern aesthetic, it’s a reliable choice for anyone looking for budget-friendly, effective audio on the goRead more"
5.0 out of 5 stars,Very nice product 💯,"I’m really impressed with these Kratos TW02 earbuds. For the price, the sound quality is crisp and the bass is surprisingly punchy. They fit comfortably in my ears even during longer listening sessions, and the 30-hour battery life is a huge plus—I don't have to worry about charging them every single day and good touch control. Pairing was instant and the connection is stable. Definitely a great value purchase!Read more"
5.0 out of 5 stars,Quality,"Very good productWorth for moneyLightweight small in size easy to carry in pockets earbuds. For the price, the sound quality is crisp and the bass is surprisingly punchy. They fit comfortably in my ears even during longer listening sessions, and the 30-hour battery life is a huge plus—I don't have to worry about charging them every single day and good touch control. Pairing was instant and the connection is stable. Definitely a great value purchaseRead more"
5.0 out of 5 stars,Great Sound & Long Battery Life,"The Kratos TW02 earbuds deliver clear sound with a stable Bluetooth 5.3 connection. With up to 30 hours of playtime and fast Type-C charging, they’re perfect for daily use. Comfortable fit, clear calls, and good noise isolation make them great value for money.Read more"
1.0 out of 5 stars,Thik thak product not best or good,"I did not like it at all. The quality is ok, but the sound is also ok. The worst part is that the battery lasts for 2 hours, after that it starts charging down, the backup is not good at all. Please return it.Read more"
5.0 out of 5 stars,Amazing 🤩 Products,"These Earbuds are a good budget wireless option. The design is stylish and comfortable to wear. Bluetooth connects quickly and the sound quality is very good. The charging case is compact and easy to carry. Overall, it is a good product for daily use at an affordable price. 🎧Read more"
5.0 out of 5 stars,Premium Wireless Earbuds,"The pTron Bassbuds Turbo are  deliver powerful bass with clear and balanced sound quality. The design is sleek, lightweight, and comfortable for long listening sessions. Battery life is impressive, lasting all day with fast charging support. Call quality is sharp with good noise cancellation for clear conversations. Connectivity is smooth and stable without lag. Overall, a perfect choice for style, performance, and value.Read more"
5.0 out of 5 stars,Working perfectly with stylish design,"Bassbuds Turbo delivers high quality sound with low latency, it is perfect for gaming , calling. The 50-hour battery life is a big plus point, and the audio is clear with good bass. clear calling and the perfect for daily use, case design is very niceQuick pairing, smooth touch controls, and water resistance make it a reliable all-rounder. Overall, a stylish and value-for-money product.Read more"
5.0 out of 5 stars,Budget Friendly Gaming earbuds,"A feature-packed budget gaming TWS with standout battery, flashy design, and strong bass.IPX5 rating makes it suitable for gym & daily rough useBest for: Gamers, bass lovers, and budget buyers.Bottom line: Looks premium, performs solid — total paisa vasool in budget segment.Read more"
5.0 out of 5 stars,Nice earbuds,The earr phone is really nice. I love the quality of this product and the sound is really awesome. The design is fantastic and the case looks really modern. The playback hours are also strong.Read more
5.0 out of 5 stars,Baas and boom,"Best overall (sound + features) very good for daily useSound: Balanced + strong bassANC: Very goodCalls: Clear micBattery: Good.Perfect all-rounder. Great for music, calls, and daily use.Read more"
5.0 out of 5 stars,Very good,Sound quality is very good.Great buy.I recommend this product.Read more
5.0 out of 5 stars,Value for money,"Value for money, Sound quality is good.Ptron providing electronics at low cost.Read more"
5.0 out of 5 stars,Excellent sound quality,Excellent product value for moneyRead more
5.0 out of 5 stars,Good Sound and Battery Backup,"I recently bought the truke Mega 9 earbuds and overall I am satisfied with the product. Sound quality is good with clear voice and decent bass because of the 13mm speakers. Battery backup is very impressive and lasts for many hours, so charging is not needed frequently. The leather finish case also looks nice and premium. Call quality is good with the ENC mics and latency is low while watching videos. Overall it is a good product and value for money in this price range.Read more"
4.0 out of 5 stars,"Good Quality Product - ""I like it""","I bought the Truke Mega 9 Blue, and honestly, it’s a great deal for the price. The sound is clear, the bass feels good, and watching movies or listening to music is enjoyable. Call quality is also nice and people can hear me clearly.The battery backup is amazing. I barely have to charge the case because it lasts a long time. The earbuds connect quickly every time I open the case, and switching between phone and laptop is smooth.The build is light and comfortable to wear for long periods.A really solid choice for everyday use . If you want good sound, long battery life, and a low price, this one is worth buying.Read more"
